Training start time (UTC): 1970-01-01 02:00:00
IR,RED,Ax,Ay,Az
102874,88185,16676,-3060,-4940
102848,88178,16700,-2860,-5060
102854,88193,16256,-2544,-5224
102844,88181,16240,-2148,-5652
102863,88200,16348,-2048,-6132
102859,88171,16648,-2288,-6060
102864,88182,16584,-2840,-5868
102836,88150,17172,-3092,-6196
102842,88157,17536,-3580,-5920
102776,88079,18144,-3844,-6460
102783,88114,18456,-3876,-6452
102717,88057,18700,-4088,-6216
102740,88147,18912,-4376,-6528
102671,88056,18752,-5108,-6072
102752,88133,18612,-5496,-5888
102724,88079,18236,-5712,-5680
102783,88140,17808,-5684,-5636
102774,88156,17504,-5612,-5312
102807,88151,16856,-5304,-5316
102826,88179,16288,-4840,-5148
102835,88155,15732,-4372,-5116
102887,88193,14940,-3972,-5172
102834,88149,14876,-3500,-5164
102858,88156,14660,-3144,-5316
102821,88120,14488,-2740,-5264
102826,88124,14316,-2488,-5576
102756,88093,14232,-2396,-5808
102762,88096,14428,-2228,-6020
102725,88058,14476,-2404,-5784
102737,88043,14664,-2616,-6636
102666,88013,15008,-2512,-6864
102659,87999,15328,-2864,-6600
102614,87937,15376,-3132,-6596
102551,87914,15780,-3300,-7172
102483,87838,16092,-3580,-6820
102462,87832,15844,-3876,-6820
102398,87776,16120,-4076,-7668
102377,87779,15780,-3988,-7844
102335,87708,15504,-3944,-7976
102354,87760,14800,-4004,-7800
102306,87711,14592,-3928,-7552
102328,87757,14592,-4140,-7420
102227,87668,14464,-4292,-7136
102254,87723,14360,-4380,-7084
102218,87656,14404,-4748,-7080
102229,87702,14396,-5168,-6984
102210,87697,14396,-5088,-6824
102263,87729,14484,-4724,-7144
102287,87767,14688,-4328,-6984
102339,87786,14672,-4188,-6476
102429,87873,14868,-4012,-6400
102435,87868,15280,-3988,-6448
102522,87925,15844,-3948,-6360
102531,87919,16300,-3700,-6844
102598,87972,16944,-3392,-7328
102588,87959,17400,-3180,-7572
102632,87988,17916,-3044,-7948
102608,87976,18096,-2824,-8304
102636,87961,18028,-2912,-8740
102595,87971,18124,-3148,-9368
102607,87964,17816,-3588,-9368
102594,87949,17420,-3812,-8840
102582,87976,16992,-3792,-8072
102572,87926,16696,-3668,-8140
102569,87941,16028,-3704,-7708
102554,87915,15316,-3796,-7112
102562,87935,14496,-3364,-6928
102539,87877,14024,-2980,-6228
102541,87930,13564,-2488,-5948
102484,87863,13300,-2128,-5412
102545,87967,12712,-1820,-4832
102524,87925,11880,-1156,-4692
102590,87977,11572,-484,-4888
102579,87959,11676,560,-5676
102629,88010,12336,992,-6704
102625,88021,13680,1116,-6516
102690,88043,15312,220,-7164
102720,88076,16904,-1656,-7872
102792,88063,17308,-2372,-7776
102821,88132,17680,-1832,-7936
102817,88106,17896,-940,-7400
102883,88174,18540,-64,-6396
102891,88188,18820,440,-5168
102967,88248,18840,724,-3560
102995,88263,18148,584,-2772
103084,88323,17344,260,-2412
103102,88316,16504,156,-2340
103165,88329,15436,564,-1668
103138,88330,14640,976,-1288
103163,88321,14416,1336,-1180
103077,88281,14172,940,-1360
103058,88269,13904,688,-1536
103009,88221,13708,788,-1724
102978,88216,13844,740,-2480
102920,88147,14544,416,-2504
102872,88122,15312,-188,-2624
102792,88025,16132,-916,-3020
102730,88010,17044,-2304,-4048
102633,87932,17192,-3536,-4968
102633,87962,17204,-4060,-5260
102533,87866,16824,-4460,-5652
102570,87910,16620,-4544,-6236
102510,87861,16500,-4184,-6252
102522,87881,16328,-4168,-5944
102508,87857,16088,-4364,-6216
102543,87875,15964,-4416,-6696
102528,87856,15928,-4476,-6532
102545,87833,15464,-4184,-6128
102553,87850,14816,-3840,-5924
102531,87806,14752,-3432,-5924
102518,87814,14688,-3004,-6008
102468,87757,14248,-2816,-6220
102493,87761,14220,-2848,-6208
102449,87755,14368,-2956,-5884
102486,87774,14764,-2892,-5276
102504,87821,14592,-2980,-4960
102575,87851,15220,-2916,-4960
102587,87875,15296,-2952,-4600
102636,87926,15268,-3188,-4420
102669,87942,15080,-3428,-4424
102691,87982,14828,-3604,-4884
102706,87969,14812,-3676,-4920
102722,88011,15060,-3596,-4504
102736,87987,14788,-3616,-4432
102758,88012,14716,-3304,-4008
102712,87955,14664,-3228,-4836
102709,87966,14976,-3216,-5020
102658,87929,14928,-3256,-4384
102706,88021,15256,-3632,-4248
102641,87947,15016,-4392,-4308
102701,88013,15128,-4716,-4832
102663,87929,15280,-4872,-5320
102684,87954,15480,-5000,-5444
102660,87940,15700,-5416,-5312
102670,87930,16052,-5784,-5164
102658,87934,16236,-5872,-5140
102682,87930,16100,-5888,-4972
102737,87999,15900,-5388,-4612
102751,87985,15936,-4856,-5220
102824,88063,15888,-4644,-5284
102850,88053,15740,-4640,-4972
102943,88113,16032,-4268,-5144
102935,88117,16296,-3960,-5584
102996,88161,17316,-3084,-6224
102971,88149,18376,-2528,-6388
103010,88160,20432,-1720,-7456
102970,88147,21744,-888,-8664
102970,88145,22948,-1228,-9476
102914,88109,23176,-2424,-9536
102923,88120,22912,-4484,-9608
102901,88107,21832,-5784,-9228
102907,88116,19932,-6136,-8908
102905,88104,18084,-5424,-8620
102928,88128,15796,-3820,-8724
102894,88072,14196,-2516,-9068
102924,88126,12704,-1048,-9176
102899,88091,11840,-548,-8392
102969,88199,11896,-428,-7444
102940,88151,12244,-580,-6488
103027,88225,12588,-920,-6024
103014,88197,13044,-752,-5848
103095,88255,13448,-392,-6064
103071,88254,13732,4,-6508
103126,88272,13540,80,-6864
103096,88272,13964,76,-7368
103113,88270,14472,-164,-7888
103140,88295,15156,-560,-8196
103108,88278,15344,-952,-8236
103150,88306,15384,-1884,-8180
103123,88284,15320,-2504,-7912
103177,88305,14928,-2952,-7560
103125,88273,14532,-2876,-7820
103157,88300,14680,-2100,-8444
103129,88282,14944,-1492,-8584
103146,88273,15164,-1148,-8652
103129,88276,15192,-1532,-8448
103143,88284,15024,-2096,-8116
103120,88282,14760,-2416,-7980
103133,88287,14600,-2480,-7912
103130,88275,14204,-2316,-7648
103125,88293,13912,-2316,-7568
103121,88245,13912,-2672,-7448
103123,88272,13800,-2996,-7060
103099,88253,13840,-2748,-6692
103138,88300,13876,-2872,-6428
103096,88241,14216,-3060,-6636
103154,88328,14312,-3192,-6576
103090,88298,14396,-3388,-6340
103183,88385,14604,-3664,-6544
103128,88316,14876,-3812,-6760
103224,88375,14744,-3804,-6556
103203,88365,14884,-3560,-6368
103232,88383,14884,-3456,-6412
103213,88397,14940,-3212,-6824
103240,88365,14764,-3052,-6852
103255,88400,14580,-2876,-6844
103242,88380,14488,-2888,-6884
103306,88431,14824,-3192,-7068
103313,88406,14748,-3532,-6696
103360,88431,15000,-3660,-6536
103323,88418,15400,-3760,-6616
103371,88431,15628,-3636,-6488
103312,88398,15560,-3372,-6448
103310,88386,15908,-3560,-6336
103276,88388,16028,-3892,-5824
103287,88383,16104,-3980,-5584
103227,88359,16132,-3904,-5608
103215,88342,16116,-3936,-5700
103181,88328,16000,-3924,-5392
103186,88333,15896,-3676,-5304
103173,88304,15820,-3848,-5312
103194,88356,15816,-3764,-5004
103188,88317,15720,-3748,-5000
103220,88368,15432,-3536,-5028
103169,88325,15488,-3536,-5128
103210,88390,15268,-3612,-5052
103178,88326,15336,-3468,-4848
103204,88399,15312,-3644,-4848
103133,88324,15300,-3596,-4556
103195,88370,15364,-3200,-4640
103153,88359,15856,-2556,-4832
103162,88348,16632,-1996,-6236
103133,88334,18212,-1384,-7568
103093,88300,19028,-1444,-8328
103111,88306,19484,-2320,-7904
103076,88253,19000,-3472,-7268
103091,88286,18504,-4740,-6408
103064,88262,18340,-5028,-6740
103113,88275,18668,-4344,-8020
103070,88243,19200,-3796,-8692
103080,88253,19436,-3792,-7968
103046,88228,19556,-4376,-7052
103060,88217,19136,-5068,-5608
103004,88192,18220,-5432,-5124
103017,88195,16736,-4948,-4092
102986,88184,15372,-4008,-4124
102976,88188,13696,-2632,-4668
102974,88169,12720,-1612,-5040
102976,88199,11948,-1276,-5100
102982,88179,11956,-1336,-4888
103021,88197,12108,-1612,-4312
102983,88134,12292,-1728,-3972
103001,88179,12696,-1880,-5004
102956,88114,12888,-1792,-5604
102984,88180,13420,-1796,-5788
102932,88110,13936,-1716,-6116
102967,88174,14408,-1680,-6784
102902,88091,14996,-1776,-7592
102953,88165,15556,-1952,-7928
102954,88186,15856,-2632,-7916
103021,88234,16092,-2860,-7840
103034,88224,16224,-3544,-7900
103074,88247,16200,-3892,-7768
103094,88271,15880,-4348,-7732
103070,88220,15432,-4644,-7656
103086,88245,15060,-4516,-7536
103039,88192,14828,-4504,-7664
103060,88185,14664,-4304,-7056
102994,88167,14612,-4244,-6704
103033,88194,14680,-4000,-6192
102980,88158,14604,-3956,-5940
103007,88162,14748,-3592,-5780
102992,88146,14940,-3312,-5892
103008,88147,15204,-3104,-5416
102979,88131,15364,-2900,-5344
102990,88162,15416,-2632,-5428
102977,88152,15756,-2664,-5768
103011,88182,15548,-2528,-5620
103039,88183,15364,-2304,-5260
103055,88222,15284,-1988,-5488
103068,88211,15456,-1820,-5684
103124,88264,15596,-1556,-5760
103077,88216,15820,-1460,-5740
103108,88296,15920,-1544,-5856
103049,88207,16344,-1604,-5852
103080,88267,16632,-1548,-5872
103030,88199,16420,-1416,-6048
103046,88263,16416,-1316,-6188
102999,88211,16112,-956,-6240
103028,88218,15884,-684,-6508
102995,88218,15840,-536,-6556
103017,88210,15764,-564,-6452
103031,88230,15712,-380,-6392
103012,88197,15660,-388,-6408
103048,88246,15624,-656,-6516
103028,88183,15564,-692,-6124
103061,88207,15620,-808,-6444
103016,88190,15688,-652,-6304
103033,88225,15468,-248,-5912
103027,88200,15224,312,-5628
103060,88200,15376,292,-5652
103037,88188,15040,-44,-5740
103070,88203,14720,-208,-5552
103045,88209,14956,-212,-5548
103067,88222,15860,-300,-5308
103089,88215,16172,-460,-5068
103072,88235,16364,-548,-4648
103094,88228,16668,-632,-4860
103100,88253,16516,-704,-4936
103089,88211,16420,-456,-5216
103096,88252,16156,-104,-5388
103082,88215,15760,-104,-5480
103118,88266,15608,-52,-5424
103068,88241,15308,-300,-5660
103104,88290,15008,-824,-5756
103046,88210,15260,-1576,-5952
103086,88266,15588,-1796,-5808
103056,88212,15556,-2256,-5400
103085,88242,15372,-2388,-5268
103037,88221,15356,-2200,-5440
103055,88224,15396,-2212,-5272
103073,88233,15388,-2360,-5116
103071,88202,15376,-2520,-5116
103085,88254,15360,-2864,-4792
103071,88213,15536,-3108,-4612
103107,88241,15900,-3208,-4436
103093,88222,15988,-3224,-4212
103158,88252,16360,-3452,-4312
103091,88235,16296,-3340,-4420
103117,88234,16480,-3488,-4460
103069,88228,16528,-3532,-4640
103099,88216,16868,-3884,-4868
103038,88208,17080,-3952,-4756
103065,88200,17120,-4040,-4872
103046,88179,17232,-4068,-5004
103036,88182,17580,-4260,-5240
103047,88167,17664,-3992,-5232
103042,88189,17532,-3860,-5612
103029,88158,17600,-3788,-5500
103045,88192,17068,-3216,-5248
103032,88155,17040,-2556,-5396
103063,88202,16624,-1980,-5360
103033,88163,16460,-1584,-5432
103071,88252,16388,-1496,-5268
103037,88197,16348,-1068,-4920
103106,88264,16360,-868,-4816
103124,88208,16112,-340,-4912
103120,88275,16112,64,-4848
103112,88338,15996,596,-4752
103137,88319,16004,996,-5012
103135,88311,16004,956,-5036
103125,88312,15864,860,-4924
103159,88338,15728,656,-4848
103164,88333,15632,368,-5204
103166,88316,15860,412,-5548
103166,88326,16528,284,-5380
103183,88336,17100,40,-4524
103195,88348,17640,-288,-4080
103198,88325,18060,-124,-4004
103169,88298,17944,-56,-4444
103176,88302,17840,156,-4704
103194,88326,17340,236,-4792
103211,88339,16924,452,-5208
103258,88367,16640,840,-6216
103324,88416,15772,1164,-6020
103410,88469,15108,1440,-5924
103479,88483,14700,1440,-6104
103504,88485,14576,1156,-6272
103487,88462,14564,548,-6576
103460,88449,14892,-100,-6780
103432,88436,15208,-696,-6600
103413,88413,15372,-960,-6360
103404,88406,15464,-680,-6672
103395,88401,15348,-368,-6668
103384,88419,15300,-328,-6612
103410,88431,15116,-428,-6452
103435,88476,14908,-492,-6224
103479,88486,14824,-468,-5604
103516,88505,15104,-700,-5744
103529,88519,15552,-1048,-5776
103522,88526,15580,-1312,-5736
103559,88526,15828,-1420,-5552
103543,88518,15736,-1388,-5848
103523,88512,15316,-1148,-5884
103513,88479,14848,-1076,-6100
103471,88475,14684,-896,-6340
103443,88448,14420,-928,-6364
103412,88424,14172,-1188,-6344
103408,88423,14184,-1664,-6280
103387,88383,14108,-2328,-6364
103360,88370,14424,-2876,-6332
103330,88354,14704,-3280,-6636
103330,88332,14980,-3296,-6820
103294,88313,15424,-3284,-6620
103287,88309,15268,-3376,-6256
103293,88304,15140,-3536,-5760
103306,88327,14984,-3824,-5824
103295,88314,15140,-3828,-5944
103315,88340,15156,-4000,-6076
103346,88341,15084,-4292,-5800
103356,88344,15192,-4576,-5672
103355,88378,15280,-4720,-5584
103373,88387,15992,-5036,-5640
103398,88407,16244,-4924,-5264
103412,88440,16256,-5008,-4584
103475,88505,16684,-5192,-4268
103506,88524,16588,-5112,-3908
103509,88531,16780,-5228,-3896
103524,88544,17060,-5624,-4404
103493,88526,17240,-6156,-4396
103490,88517,16992,-6576,-4192
103492,88526,16992,-6720,-4400
103442,88470,17000,-6300,-4812
103425,88427,17004,-5816,-5472
103379,88379,17128,-5952,-6048
103339,88355,17104,-6992,-6384
103320,88346,16744,-8664,-6516
103337,88349,16760,-10656,-6636
103377,88361,16936,-12584,-6236
103394,88370,17364,-13116,-5392
103413,88388,17740,-11752,-5124
103430,88405,18316,-9820,-4880
103436,88424,18104,-8092,-4484
103455,88453,17304,-7108,-3492
103516,88478,16344,-6952,-2936
103532,88477,15712,-7644,-2536
103580,88494,14712,-8356,-1632
103568,88470,14524,-8684,-2056
103539,88442,14868,-9384,-2368
103462,88382,15660,-10364,-1628
103360,88313,17104,-11892,-1540
103252,88236,17432,-12044,-716
103165,88168,17240,-10848,-184
103099,88146,16932,-9004,812
103055,88149,16256,-7456,1256
103027,88143,15504,-6952,32
103016,88139,14440,-7852,124
103039,88184,14148,-8512,208
103042,88186,14132,-8736,28
103029,88193,13980,-8516,-172
103011,88161,15084,-8580,-804
102995,88137,15644,-9168,-736
102942,88123,15348,-8776,-120
102932,88119,14852,-7836,-492
102912,88116,13980,-7080,-120
102900,88098,13756,-7184,100
102914,88078,13124,-8068,368
102929,88079,12644,-8688,884
102944,88088,12148,-9100,1100
102941,88084,11756,-8872,1352
102971,88081,11504,-8212,1196
102982,88073,11012,-7672,1116
102981,88085,10452,-7260,1628
102978,88076,9928,-6884,1776
102968,88055,9684,-6428,1796
102960,88048,9344,-5896,1764
102956,88062,8872,-5480,1552
102928,88034,8708,-5364,1652
102884,88044,9880,-5724,1468
102844,88037,11024,-6748,1920
102818,87995,11448,-6928,1956
102797,87994,11664,-6696,1748
102739,87944,11392,-5872,1332
102702,87946,11364,-5188,536
102717,87955,11524,-5208,356
102728,87955,11484,-5400,220
102744,87928,11772,-5708,44
102749,87924,12548,-6060,-204
102737,87931,12992,-6388,-192
102756,87938,13052,-6180,-208
102754,87956,13720,-6128,-740
102741,87946,13868,-6224,-1176
102764,87951,14080,-6052,-1320
102773,87962,14176,-5624,-1624
102777,87977,14884,-5720,-1580
102783,87958,14896,-5944,-1452
102780,87971,16196,-6404,-2120
102807,87987,17372,-7752,-1644
102844,88010,17452,-8080,-880
102862,88015,17700,-7692,-1228
102877,88014,17632,-6904,-1052
102884,88004,17272,-6140,-1260
102883,88028,17576,-5644,-1512
102908,88024,17884,-6076,-744
102919,88019,18132,-6960,-276
102926,88019,17804,-7836,-496
102931,88033,18072,-8604,-1024
102953,88085,17888,-8680,-1308
102877,87999,18080,-8420,-1916
102914,88075,17980,-8144,-1912
102869,87985,18340,-8400,-2460
102939,88065,17816,-8720,-2796
102901,88034,18176,-9260,-3368
102915,88039,18072,-9500,-3832
102884,88003,17472,-9612,-3700
102872,87959,16852,-9432,-3612
102870,87988,16128,-9112,-3664
102815,87909,15732,-8844,-4088
102812,87938,15464,-8960,-3912
102765,87891,15316,-9128,-3868
102804,87915,15108,-9136,-3796
102739,87900,15064,-9000,-3556
102779,87918,15100,-8900,-3296
102769,87908,15096,-8896,-2848
102800,87931,15668,-8644,-2596
102784,87930,16036,-8712,-2292
102837,87953,15956,-8596,-1356
102823,87949,15692,-8036,-1232
102849,87960,16020,-7664,-1964
102823,87936,15936,-7652,-2044
102850,87990,15292,-7852,-1752
102849,87971,15212,-8080,-1676
102891,88003,15168,-8528,-1548
102896,87993,15244,-8712,-1484
102922,88047,15088,-8840,-1404
102898,87998,15980,-9084,-1008
102967,88095,16492,-9008,-900
102892,88034,16560,-8668,-1476
102956,88090,16164,-8540,-1888
102914,88050,15644,-8536,-2224
102968,88100,15268,-8468,-2216
102952,88110,15376,-8608,-2120
102995,88128,15532,-8832,-2220
102978,88140,15596,-8892,-2004
103011,88100,15916,-8648,-2248
103025,88151,16296,-7952,-2248
102975,88131,16748,-7412,-2556
103011,88100,17260,-7176,-3228
103038,88121,18396,-6728,-3668
103015,88101,19420,-6356,-4336
103047,88110,20072,-6040,-4976
103009,88103,19724,-6188,-4772
103052,88111,19068,-6600,-4772
103065,88152,18460,-6956,-4264
103140,88188,17352,-7044,-3444
103152,88191,16516,-6720,-3232
103172,88204,15620,-6308,-3532
103167,88202,15072,-5840,-3752
103184,88213,14756,-5372,-4092
103152,88165,14400,-5264,-3964
103152,88189,14600,-5152,-3440
103122,88123,14900,-5196,-3396
103113,88154,15364,-5192,-3380
103081,88088,15600,-5116,-2872
103106,88168,15792,-4868,-2608
103058,88130,16092,-4216,-2564
103099,88175,16188,-3788,-2684
103018,88122,16236,-3440,-2268
103079,88170,16288,-3288,-2380
103050,88153,16344,-3428,-2708
103096,88170,16048,-3488,-2936
103047,88172,15600,-3616,-3224
103061,88171,15432,-3692,-3536
103094,88178,15348,-3620,-4228
103060,88142,15268,-3552,-4360
103097,88194,14728,-3872,-4524
103066,88124,14792,-3920,-4496
103081,88129,14816,-3716,-4996
103000,88088,14800,-3764,-5280
103015,88077,15016,-3964,-5528
102954,88048,15032,-4124,-5656
102978,88023,15044,-4076,-5424
102950,88031,15148,-4336,-5228
102963,88029,15060,-4328,-5216
102941,88019,14984,-4300,-5284
102929,88016,14876,-4080,-4804
102907,87989,14860,-3868,-4944
102892,88001,14740,-3496,-4560
102896,87971,14564,-3560,-4120
102901,88003,14260,-3976,-3656
102870,87958,14008,-4216,-3716
102875,87973,13296,-4640,-4064
102829,87913,12956,-4780,-4300
102825,87944,13024,-4888,-4300
102765,87877,12968,-4684,-4300
102753,87915,13440,-4584,-4332
102684,87835,14204,-4760,-4172
102721,87850,14792,-5008,-3904
102686,87824,15568,-5192,-3420
102691,87841,15664,-5340,-2904
102653,87819,16216,-5104,-2664
102638,87797,16344,-4692,-2152
102645,87813,16436,-4768,-2232
102587,87758,16748,-4904,-2076
102614,87792,16788,-5184,-1968
102553,87751,16800,-5252,-1956
102601,87756,16788,-5224,-2008
102547,87737,16960,-5292,-1940
102592,87757,17404,-5504,-2212
102530,87731,17320,-5608,-1904
102540,87695,17228,-5352,-2316
102519,87700,16896,-5556,-2216
102535,87695,16748,-5556,-2420
102487,87686,16668,-5520,-2760
102469,87673,16584,-5176,-2916
102468,87645,16280,-5192,-3284
102466,87680,15976,-5256,-3216
102473,87632,15888,-5180,-3364
102512,87683,15872,-5144,-3748
102494,87652,15900,-5184,-3964
102532,87702,15668,-5276,-3960
102507,87662,15420,-5044,-3924
102553,87746,15180,-4948,-3912
102493,87687,15096,-4900,-4208
102554,87765,14880,-4700,-4124
102507,87694,14952,-4712,-4336
102574,87748,15124,-4772,-4428
102545,87744,14912,-4812,-4288
102577,87757,14856,-4808,-4268
102574,87761,14960,-4992,-4584
102583,87734,14980,-5000,-4596
102618,87782,15068,-4892,-4592
102582,87719,14988,-4980,-4744
102636,87787,15144,-5348,-4832
102618,87754,15468,-5884,-4868
102694,87791,15248,-6488,-4724
102660,87785,15220,-6336,-4692
102738,87832,15208,-6052,-4792
102700,87808,14976,-5540,-5100
102752,87814,14856,-5156,-5032
102742,87825,14744,-4880,-4620
102771,87851,14908,-4456,-4240
102789,87861,15224,-4468,-4304
102819,87890,15500,-4548,-4088
102840,87896,15668,-4500,-3696
102853,87913,15896,-4512,-3400
102853,87887,16128,-4560,-3820
102858,87906,16328,-4584,-3932
102840,87867,16516,-4516,-3992
102863,87895,17080,-4712,-4620
102821,87863,17424,-5068,-4648
102855,87942,17628,-5204,-5016
102801,87890,18040,-5012,-5132
102862,87940,18160,-5148,-5444
102797,87874,18376,-5288,-5760
102854,87910,18328,-5428,-5428
102820,87901,18060,-5292,-5532
102863,87913,17848,-5288,-5640
