Training start time (UTC): 1970-01-01 02:00:00
IR,RED,Ax,Ay,Az
103205,86302,10640,2664,-10200
103182,86279,10700,2404,-10160
103176,86285,10752,2172,-10140
103167,86284,10824,2492,-10028
103169,86271,10816,2832,-10220
103146,86247,10592,2896,-10260
103121,86246,10696,2960,-10324
103117,86232,10928,2888,-10184
103122,86226,10840,3008,-10408
103095,86197,10768,3196,-10484
103097,86206,10612,3256,-10572
103086,86193,10720,3044,-10684
103089,86170,10752,2532,-10492
103097,86171,10928,2260,-10296
103079,86163,10884,1820,-10456
103085,86152,10968,1532,-10348
103094,86179,11120,1336,-10512
103079,86184,11280,1508,-10736
103079,86202,11420,1628,-10800
103076,86172,11620,1924,-11040
103087,86189,11868,2404,-11344
103080,86201,12004,2832,-11700
103076,86216,12212,3184,-12132
103071,86236,12232,3548,-12744
103068,86223,12212,3716,-13332
103069,86234,11816,3548,-14004
103069,86231,11344,3460,-14288
103052,86241,10680,3164,-14188
103045,86250,9728,2876,-13900
103065,86249,9168,2628,-13636
103062,86213,9144,2360,-13200
103058,86209,9272,1992,-13096
103090,86226,9744,1720,-12772
103089,86217,10504,1732,-12372
103111,86227,11400,1892,-12396
103119,86230,12184,2028,-12128
103122,86243,12636,2332,-12224
103128,86228,12576,2596,-12700
103106,86216,12040,3124,-13036
103093,86208,11020,3348,-13152
103096,86215,9840,3492,-13500
103095,86230,9124,3328,-13216
103093,86228,8804,2756,-12980
103120,86207,9132,2144,-12852
103117,86215,9588,1472,-12992
103122,86204,10224,956,-12912
103103,86184,10840,752,-13280
103124,86175,11412,712,-13360
103124,86170,11516,560,-13504
103129,86193,11416,960,-13468
103120,86203,10812,1556,-13308
103109,86184,10280,2188,-13284
103098,86187,9716,2516,-13200
103084,86193,9280,2648,-13132
103067,86227,9232,2676,-12860
103064,86237,9164,2392,-12600
103050,86230,9380,2212,-12244
103056,86237,9404,2236,-12272
103051,86223,9568,2288,-12496
103033,86255,9772,2108,-12396
103007,86232,9912,1952,-12928
103013,86234,10100,1900,-13192
102993,86205,10520,1952,-13456
102993,86198,10968,2192,-13612
102961,86196,11256,2944,-14352
102955,86190,11516,3580,-14984
102960,86165,11628,3828,-15520
102960,86130,10996,4204,-15052
102960,86145,10284,4376,-14464
102950,86152,9404,4472,-13528
102954,86168,8600,4020,-12840
102973,86159,8384,3792,-12292
103002,86148,8660,3564,-11836
103006,86167,8948,3340,-11424
103016,86171,9852,2688,-11096
103053,86174,10476,2184,-11096
103077,86169,11220,1636,-11368
103097,86157,12124,1548,-11180
103090,86165,12812,1780,-11292
103080,86157,13160,1992,-11032
103058,86197,13412,2208,-11204
103030,86204,13828,2496,-11024
103043,86216,13780,2692,-10844
103030,86198,13576,3252,-10732
103040,86213,13012,3628,-10508
103016,86190,12304,3624,-10644
103017,86192,11792,3588,-10852
103012,86211,11476,3204,-10924
103031,86198,11108,2876,-10824
103057,86191,11136,2816,-10740
103060,86198,11148,2260,-10612
103066,86217,11196,2156,-10732
103078,86216,11228,2136,-10392
103091,86220,11344,2356,-10280
103086,86208,11280,2516,-10364
103100,86232,11348,2472,-10336
103104,86231,11560,1952,-10348
103107,86227,11440,1288,-10268
103102,86228,11600,304,-10004
103124,86233,11948,-396,-9464
103106,86253,12124,-732,-9052
103115,86246,12556,-768,-8988
103113,86231,13016,-596,-9176
103082,86234,13404,-712,-9608
103092,86214,13348,-836,-9636
103080,86206,13500,-904,-9924
103069,86184,13384,-1052,-10400
103077,86170,13036,-1444,-10868
103060,86169,12868,-1548,-11100
103041,86150,12620,-1416,-11476
103034,86148,12360,-1288,-11636
103010,86137,11968,-1276,-11644
103039,86216,11868,-1300,-11576
102979,86167,11716,-1284,-11752
103027,86218,11464,-1216,-11488
102990,86152,11384,-1044,-11156
103036,86209,11332,-436,-11180
103005,86188,11252,-108,-11008
103021,86209,11380,-116,-10544
102998,86199,11276,-328,-10372
103036,86198,11120,-372,-10268
103046,86219,10836,-316,-10152
103047,86183,10448,-92,-10080
103076,86248,10260,-20,-10236
103039,86187,10128,124,-10040
103077,86225,10348,-12,-9932
103044,86201,10496,44,-9868
103088,86227,10808,484,-10044
103058,86201,11468,768,-10528
103082,86221,11940,1216,-10972
103065,86202,12280,1628,-11616
103085,86205,12748,2280,-12548
103062,86200,12760,2376,-12812
103109,86203,12648,2332,-13028
103072,86208,12240,2116,-13356
103070,86215,11564,1980,-13416
103070,86193,11168,2148,-13540
103103,86217,10920,2768,-13676
103078,86180,10752,3188,-13896
103078,86232,10228,3524,-13964
103049,86167,9748,3572,-14628
103080,86214,9348,3040,-14752
103048,86163,9132,2372,-14716
103098,86228,8900,1872,-14336
103040,86175,8860,2144,-14336
103096,86267,8944,2340,-13724
103050,86197,9572,2296,-13012
103091,86260,10140,2364,-12592
103072,86204,10720,2136,-12380
103095,86236,11112,2056,-12160
103046,86233,11632,1976,-12264
103085,86226,11884,2060,-12388
103047,86239,12104,2376,-12892
103062,86210,12016,2916,-13372
103079,86229,11632,3640,-13916
103038,86192,11088,3924,-14296
103069,86260,10344,4024,-14572
103045,86205,9856,3884,-14312
103096,86224,9244,3480,-14096
103045,86194,8872,3008,-13468
103061,86233,8592,2552,-13136
103039,86191,8560,1896,-13096
103076,86226,8740,900,-13268
103081,86195,8964,404,-12864
103107,86219,9584,160,-12808
103102,86210,10164,244,-13124
103102,86218,10632,436,-13236
103102,86204,10640,492,-13424
103108,86212,10760,800,-13324
103091,86190,10872,764,-13420
103070,86209,10812,664,-13204
103076,86171,10744,660,-12980
103077,86224,10704,736,-12904
103052,86182,10816,1044,-12324
103085,86227,10644,1596,-12352
103051,86190,10648,2020,-13000
103064,86263,10012,2404,-12876
103018,86185,9316,2812,-12900
103066,86262,8620,2684,-13156
103028,86176,7752,2368,-13524
103079,86261,7116,2040,-13332
103077,86246,6652,1996,-13628
103128,86272,6460,2028,-13616
103119,86278,6636,2040,-13600
103165,86288,6844,1936,-13008
103197,86311,7604,1876,-12196
103208,86300,8076,1704,-11252
103233,86353,9132,1644,-11008
103209,86295,9448,2104,-11120
103251,86330,9504,2700,-12224
103184,86276,9924,3216,-13444
103216,86311,10296,2852,-13684
103182,86255,10752,2276,-13848
103185,86270,11308,1804,-13788
103171,86251,11520,1824,-13796
103190,86270,11496,2156,-13524
103162,86253,11828,2648,-13252
103181,86261,11728,2576,-13052
103153,86260,11640,2256,-12880
103154,86257,11876,1872,-12068
103141,86253,12220,1492,-11732
103163,86266,12472,1232,-11240
103149,86227,12884,1400,-10668
103131,86265,13060,1712,-10600
103125,86200,12932,2288,-10568
103133,86232,12568,3056,-10956
103078,86171,12028,3508,-11300
103089,86261,11380,3972,-11816
103037,86193,11124,4016,-12076
103086,86264,10924,3920,-11848
103025,86182,11076,3996,-12552
103081,86262,11240,3748,-12900
103032,86182,11644,3704,-12616
103040,86218,11596,3824,-12084
103012,86203,11640,4104,-11932
103030,86201,11304,3992,-12068
102969,86180,11044,3660,-12456
102981,86138,10732,3160,-12108
102974,86163,10344,2644,-11884
102934,86127,10480,2140,-11904
102956,86164,10836,1516,-10880
102937,86125,11212,1256,-10164
102971,86138,11600,864,-9640
102925,86130,11896,676,-9388
102974,86154,12028,508,-9536
102916,86116,11752,632,-9636
102946,86128,11544,708,-10488
102912,86102,11348,656,-11112
102941,86109,11144,264,-10836
102906,86086,11216,-8,-10736
102909,86097,11472,-60,-10732
102885,86076,11652,-12,-10772
102889,86094,12108,-164,-10788
102888,86086,12516,-452,-11048
102887,86082,12528,-684,-11044
102889,86046,12352,-908,-11228
102906,86103,12212,-1432,-11628
102875,86063,11960,-1712,-12028
102927,86124,12336,-1964,-12412
102885,86044,12464,-2344,-12224
102923,86152,12900,-2444,-12132
102862,86096,12824,-2092,-12416
102913,86141,12556,-1952,-13120
102845,86050,12356,-1964,-13556
102872,86090,12132,-2080,-13424
102840,86074,11936,-2208,-13216
102857,86078,11712,-1960,-13736
102840,86084,11516,-2052,-13832
102840,86080,11496,-2248,-13340
102862,86090,11748,-2196,-13128
102850,86047,11856,-1936,-13336
102884,86104,12096,-1816,-13356
102864,86054,12368,-1816,-13352
102904,86067,12560,-2000,-13596
102878,86065,12524,-2192,-13248
102905,86095,12344,-2140,-12732
102854,86048,12232,-1812,-12580
102875,86067,12040,-1168,-12456
102856,86038,11740,-984,-12268
102871,86051,11408,-680,-11824
102842,86046,11264,-464,-11628
102852,86041,11320,184,-11284
102848,86038,11180,536,-11076
102855,86050,11304,560,-11008
102851,86032,11336,128,-10796
102864,86061,11460,-320,-10400
102860,86019,11760,-368,-10488
102885,86072,11940,-476,-10392
102838,86016,11884,-280,-10528
102871,86057,11696,4,-10928
102840,86016,11300,-132,-11008
102860,86092,10788,-116,-10956
102825,86036,10228,-168,-10992
102872,86105,9848,-12,-11272
102825,86040,9568,-268,-11168
102873,86090,9752,-440,-11036
102851,86083,9996,-344,-10840
102880,86115,10148,-216,-11092
102853,86109,10232,200,-11380
102902,86108,10412,24,-11440
102929,86125,10708,-312,-11696
102912,86094,10868,-856,-12124
102930,86129,10948,-1364,-12368
102928,86093,11032,-1696,-12312
102943,86127,10972,-1664,-12348
102911,86099,10916,-1296,-11984
102964,86112,10936,-320,-12436
102911,86102,11124,688,-13200
102958,86121,12396,2508,-14288
102919,86099,13872,3560,-15680
102958,86106,15608,3612,-16844
102975,86104,16444,2592,-17588
102988,86109,16976,964,-18768
102968,86096,16448,-220,-19220
102955,86105,15292,-752,-18572
102928,86068,13852,-1072,-17952
102897,86076,11736,-744,-17544
102885,86053,10556,-392,-17228
102899,86071,9572,280,-17168
102872,86031,9424,764,-16952
102902,86069,9176,1300,-16144
102870,86023,9356,2116,-15380
102937,86121,9912,2664,-14808
102919,86063,10120,2928,-14532
102952,86137,10364,3048,-14572
102913,86048,10740,3064,-14296
102942,86117,10848,3308,-14012
102903,86064,10800,3612,-13976
102889,86081,10516,4020,-13664
102857,86053,10076,4508,-13324
102858,86070,9656,4968,-12880
102825,86074,9112,5428,-12872
102854,86040,8860,5532,-12660
102861,86079,8596,5264,-12564
102871,86057,8176,4980,-11824
102896,86100,7756,4836,-11500
102867,86061,7668,4784,-11668
102906,86065,7564,4416,-11828
102846,86040,7444,4208,-11820
102895,86061,7464,4248,-11872
102855,86030,7556,4120,-11704
102880,86046,7668,4580,-11504
102863,86020,7856,4844,-10984
102902,86020,8016,5100,-11172
102841,86015,8176,5180,-11100
102845,86015,8384,4920,-11188
102837,85994,8724,4564,-11092
102842,86015,8700,4276,-10936
102834,85993,8612,4024,-10984
102838,86027,8588,3976,-11244
102829,85993,8468,3948,-10920
102837,86036,8580,4220,-10980
102805,85973,8872,4428,-10968
102841,86028,9308,4236,-11212
102813,85975,9820,3612,-11504
102846,86079,10368,2856,-11708
102814,86009,11308,2344,-11768
102870,86075,12096,2020,-11748
102850,86035,12696,2128,-11624
102886,86055,13112,2368,-11964
102863,86063,13424,2652,-12296
102882,86081,13180,2484,-12244
102874,86081,12588,2376,-12588
102882,86048,12200,2340,-12768
102914,86108,11804,1856,-12300
102901,86080,11892,1476,-11544
102959,86151,11940,1128,-10692
102963,86117,12640,1016,-10336
103020,86153,14440,1312,-10668
102984,86127,16528,2108,-12460
103047,86149,18092,4760,-14596
102990,86111,18352,6596,-15216
103003,86127,17276,6944,-15368
102987,86118,15516,6356,-15732
102981,86100,13068,5284,-16524
102975,86107,10856,4512,-15976
102964,86107,7764,3416,-14600
102953,86092,5964,2844,-13288
102938,86107,4760,2020,-12536
102946,86062,4480,1356,-12048
102930,86082,5108,552,-11940
102955,86090,6616,-388,-11524
103068,86177,8848,-1760,-10584
103209,86214,10784,-2668,-10116
103365,86332,13256,-2504,-9372
103408,86276,14708,-1420,-8544
103466,86366,15500,-660,-8384
103351,86246,15752,156,-8532
103286,86253,15084,436,-8624
103072,86119,13992,-52,-9296
102995,86126,13368,-132,-9788
102930,86130,12736,-36,-9708
102983,86197,12196,-156,-9252
103027,86237,11808,-284,-8836
103125,86275,11296,-504,-8712
103191,86321,10748,-692,-8632
103175,86266,10324,-916,-8736
103151,86279,9568,-1036,-8356
103058,86172,9164,-840,-8664
103006,86146,8736,-776,-9592
102922,86091,8812,-1016,-10860
103002,86149,9116,-1440,-12276
103074,86161,8904,-1468,-12580
103205,86250,9328,-1196,-13040
103279,86245,9788,-788,-13200
103363,86267,10776,176,-12988
103343,86250,11220,496,-12892
103293,86232,11512,168,-12752
103233,86187,11356,-524,-12512
103165,86180,11552,-1056,-12380
103091,86111,11504,-1484,-12460
103059,86119,11632,-1380,-12056
103003,86092,11748,-1028,-11812
102997,86116,11896,-1088,-11732
102949,86076,12072,-960,-11332
102988,86109,12576,-1200,-10896
102932,86033,12860,-1288,-10676
102973,86141,13016,-1372,-10772
102929,86078,13272,-1416,-10796
102994,86156,13308,-1484,-11000
102932,86065,13140,-1204,-11184
103016,86097,12976,-792,-10852
102985,86088,12844,-376,-11084
103015,86129,12624,-36,-11240
103000,86117,12328,476,-11232
103007,86138,11968,844,-11664
103025,86126,11692,884,-11452
103019,86098,11480,1064,-11068
103038,86151,11408,1176,-11236
103009,86114,11316,1188,-11320
103046,86120,11572,1184,-11640
103012,86117,11732,1096,-11392
103052,86147,11644,940,-11480
103024,86115,11476,1024,-11696
103053,86139,11412,1436,-12216
103009,86102,11308,1840,-12464
103038,86105,11588,2564,-13216
103006,86102,12248,4132,-13980
103005,86106,13360,5668,-16200
103027,86098,14524,6084,-17800
103034,86109,15360,4936,-18844
103037,86095,15508,3356,-18452
103064,86111,14676,1552,-17788
103031,86054,13480,1296,-16696
103016,86102,11580,2512,-15748
102984,86034,9820,4036,-15320
102990,86080,8356,5620,-14832
102954,86022,7460,6112,-14464
103012,86134,7256,6028,-13600
102952,86087,8380,5576,-12464
103050,86190,9444,4904,-11760
103016,86118,10912,4756,-11660
103078,86131,11924,5128,-11240
103031,86146,12480,5232,-11096
103028,86134,12708,5084,-12224
102983,86097,11940,4764,-13212
102968,86081,11124,4696,-13184
102964,86082,9928,4708,-13196
102924,86044,9288,4748,-13396
102943,86073,8312,4804,-13252
102909,86032,8108,4868,-13308
102921,86046,8100,4404,-13220
102920,86035,8620,3948,-12944
102956,86081,9248,4052,-12408
102915,86034,9572,4532,-11884
102961,86084,9648,5088,-11432
102947,86045,9880,5356,-11160
102980,86043,9936,5568,-11200
102950,86033,9924,5684,-10900
102939,86041,10004,6100,-11244
102932,86015,9936,6228,-10804
102928,86029,9680,6436,-10388
102898,85999,9252,6960,-10012
102897,86028,8700,7348,-9688
102885,86013,8200,7284,-9528
102922,86033,8156,7008,-9660
102906,86016,8088,6800,-9708
102930,86050,8320,6040,-10124
102893,86010,9136,5452,-10920
102933,86079,10212,4780,-11604
102852,85995,10808,4112,-11440
102900,86090,10936,4164,-11720
102847,85998,10776,3972,-12400
102884,86029,10652,4048,-12468
102852,85999,10140,4244,-12684
102876,86020,9976,4440,-12704
102844,86014,9804,4184,-13320
102877,86025,9972,3752,-13256
102895,86074,9920,3324,-12360
102917,86032,10644,2856,-13112
102959,86085,10888,2636,-12640
102960,86050,11264,2700,-13260
102985,86084,11904,2856,-13600
102949,86051,11840,3160,-13308
102988,86072,11240,3524,-13016
102934,86046,10700,3604,-13108
102961,86086,10328,3068,-13168
102933,86064,10096,2284,-13208
102990,86065,10040,864,-12800
102975,86065,10540,-96,-12436
102994,86083,11348,-616,-12448
102989,86067,12424,-252,-12884
102996,86083,14100,456,-14116
102984,86052,14756,1412,-15160
102962,86063,15172,2876,-15808
102949,86021,14628,3640,-16060
102955,86035,13780,3708,-16152
102938,86010,12396,3328,-15504
102952,86053,10596,2640,-15260
102912,86023,8808,1468,-14384
102939,86088,7560,540,-13784
102895,86029,6740,-836,-13108
102919,86112,6512,-1512,-12876
102877,86021,6752,-2060,-13180
102954,86110,7216,-2732,-13700
102983,86064,8172,-3224,-13520
103066,86140,9144,-3152,-13124
103100,86162,10236,-2348,-13028
103168,86156,10916,-1492,-13068
103184,86187,11500,-520,-12580
103149,86123,11716,-4,-12548
103106,86147,11464,184,-12240
103037,86082,10988,212,-11932
103013,86084,10508,12,-11564
102964,86056,10048,-172,-11160
102980,86098,9812,-700,-10640
102962,86098,9712,-1160,-9800
102972,86111,9796,-1564,-9232
102966,86083,9996,-2144,-9140
102998,86074,10492,-2248,-9048
102964,86100,11036,-2292,-9180
103007,86100,11108,-2148,-9240
103006,86086,11232,-2000,-9668
103035,86120,11324,-1880,-10084
103067,86116,11340,-1700,-10136
103093,86144,11284,-1680,-10252
103125,86145,11532,-1764,-10212
103139,86195,12024,-1612,-10292
103118,86142,12288,-1420,-10484
103131,86173,12940,-1200,-10424
103083,86126,13284,-1044,-10336
103110,86198,13096,-1148,-10520
103042,86111,12744,-1192,-11012
103082,86199,12404,-1256,-11140
102994,86105,12184,-1460,-10948
103042,86184,11992,-1576,-11060
103021,86114,12148,-1696,-10856
103045,86155,12276,-1740,-10452
102998,86131,12984,-1876,-10796
103032,86133,13420,-2276,-10744
103022,86142,13644,-2588,-10096
103037,86118,13616,-2500,-10164
103041,86147,13336,-2336,-10224
102989,86098,13096,-1852,-10228
103028,86127,12432,-1432,-10512
102990,86095,11840,-1180,-10920
103019,86121,11416,-1104,-11160
102990,86099,11096,-1032,-11160
103026,86127,10896,-1120,-11384
103004,86090,10844,-1328,-11584
103013,86099,10748,-1464,-11268
102989,86098,10576,-1392,-11172
103037,86096,10780,-1344,-11120
103002,86082,10692,-1360,-10820
103011,86094,10592,-1348,-10560
103003,86074,10548,-1176,-10332
103008,86094,10248,-1368,-10280
103017,86076,10148,-1272,-10048
103016,86113,10108,-1120,-9976
103017,86076,10276,-1348,-10132
103042,86121,11052,-1352,-10492
103026,86062,12164,-940,-11692
103044,86123,13892,204,-14040
103053,86089,15764,1848,-16360
103069,86151,17288,2656,-18060
103078,86126,18312,2600,-18876
103089,86158,18832,1800,-20208
103095,86167,18680,284,-21284
103096,86174,17420,-1472,-21756
103086,86210,16192,-2120,-20916
103081,86216,14564,-2936,-20744
103061,86193,12944,-2772,-20064
103063,86172,11236,-1980,-19104
103034,86150,10040,-952,-17696
103036,86172,8928,-220,-15692
103041,86160,7964,568,-13712
103048,86160,7588,1580,-11720
103075,86186,7288,2248,-10240
103130,86199,6984,2508,-9508
103165,86239,7280,3120,-9156
103182,86240,7716,3540,-9428
103191,86253,8648,3824,-9440
103192,86219,9588,4340,-10116
103185,86214,10424,4360,-10808
103167,86212,10996,4372,-11268
103140,86193,11212,4372,-11228
103111,86169,10988,4024,-11648
103070,86141,10748,3724,-11804
103046,86117,10160,3592,-11996
103027,86124,9504,3328,-12072
103016,86110,8932,2832,-11932
103014,86130,8548,2540,-11916
103002,86115,8252,2332,-11760
103021,86119,8064,1980,-11432
102995,86096,7768,1892,-11296
102962,86096,7396,1744,-11428
102975,86102,7208,1852,-11464
102957,86068,6848,1844,-11856
102982,86082,6576,1944,-11824
103003,86098,6476,2136,-11620
103059,86109,6628,2352,-11448
103066,86123,6532,2296,-11736
103084,86120,6704,2388,-11208
103075,86119,6760,2924,-10748
103073,86097,6632,3164,-10684
103045,86106,6860,3384,-10996
103031,86105,7208,3180,-11040
103031,86101,7648,2908,-10984
103014,86104,8528,2680,-10984
103002,86102,9152,2284,-11332
103019,86108,9940,1852,-11776
103016,86109,10812,1336,-12140
103041,86121,11540,1096,-12292
103030,86112,12036,772,-12376
103041,86116,12600,176,-12760
103048,86122,12996,-444,-13016
103062,86121,13424,-1216,-13364
103067,86126,13884,-1836,-13420
103081,86121,14024,-2396,-13516
103086,86118,14052,-2712,-13388
103094,86116,13852,-2860,-13100
103091,86102,13760,-2704,-12996
103086,86078,13332,-2232,-12852
103072,86093,13068,-2072,-12240
103068,86068,12616,-1948,-12064
103043,86070,12596,-2112,-12156
103046,86074,13004,-2024,-12444
103038,86085,13652,-1228,-12700
103031,86071,14448,304,-13896
103027,86056,14172,1788,-15472
103019,86046,13300,2448,-16720
102988,86049,11792,2724,-16664
102986,86076,10368,2900,-16704
102999,86084,9140,2796,-16576
102995,86108,7948,2416,-15848
103019,86115,7712,2300,-15340
103045,86141,8184,1988,-15372
103061,86180,9108,1964,-15228
103122,86204,10200,1796,-15140
103202,86238,11660,1728,-14488
103250,86230,12540,1656,-13092
103263,86217,13120,1976,-12552
103276,86217,13408,2444,-12080
103236,86170,13164,2356,-11724
103204,86171,12988,1968,-12060
103161,86145,12844,1768,-10464
103089,86135,11060,1208,-8036
103050,86131,11780,960,-8860
103034,86124,11772,1344,-8544
103033,86102,11908,2044,-8516
103043,86121,11744,2528,-8548
103027,86098,12064,2660,-9264
103024,86084,11980,2960,-9888
103009,86082,11956,3000,-10056
103019,86064,11728,3184,-10664
103016,86057,11152,3328,-11232
103036,86059,10980,3616,-11504
103043,86051,10436,4204,-11632
103063,86087,10024,4512,-11600
103064,86094,9724,4624,-11768
103087,86095,9308,4516,-11600
103072,86093,9140,4228,-11540
103051,86070,9024,4044,-11004
103061,86119,9080,3748,-10748
103059,86135,9436,3284,-10388
103057,86144,9568,2828,-9720
103050,86153,9272,2368,-9324
103056,86138,8832,2252,-9400
103037,86139,8688,2232,-9272
103020,86149,8600,2488,-9472
103010,86146,9244,3408,-9916
102996,86123,10160,4676,-9988
102987,86118,10664,6288,-10372
102995,86140,10960,7528,-10612
103007,86143,11268,7732,-10796
103019,86144,11612,7528,-10544
103042,86151,11980,6152,-10840
103059,86138,11968,4132,-11612
103044,86134,11816,2320,-11636
103044,86126,11808,1408,-12516
103026,86113,11748,544,-13096
103046,86085,11644,448,-13008
103031,86090,11404,940,-12600
103045,86091,11488,1752,-12488
103056,86088,11660,2364,-11904
103063,86093,11608,3048,-10928
103069,86102,11556,3552,-10312
103093,86100,11424,3784,-9700
103087,86114,10988,4196,-9040
103068,86154,10668,4300,-8600
103087,86163,10324,4480,-8708
103092,86171,10040,4612,-8540
103073,86169,10032,4672,-8916
103065,86170,10180,4676,-9440
103045,86131,10356,4668,-9956
103057,86118,10404,4644,-10192
103047,86132,10780,4568,-10200
103059,86132,11008,4672,-9856
103072,86126,10952,4740,-9960
103049,86118,10680,4668,-10156
103069,86112,10540,4584,-10168
103073,86132,10196,4488,-9948
103062,86111,10304,4184,-10620
103049,86106,10968,3828,-11252
103044,86119,12072,3416,-12260
103058,86114,13208,3240,-12200
103077,86117,13756,3700,-12300
103066,86132,13836,4284,-12936
103061,86108,12688,4308,-12404
103073,86116,11472,4196,-11380
103065,86130,10316,4156,-10536
103061,86114,8996,3516,-9812
103064,86119,8272,2704,-9316
103078,86139,8768,2152,-9680
103109,86142,9948,1520,-10464
103137,86142,11688,1564,-11648
103144,86143,13372,1528,-13472
103155,86137,14336,1072,-14060
103154,86117,15116,620,-14548
103134,86111,15376,280,-15152
103107,86102,15132,512,-16588
103104,86155,14648,984,-17520
103012,86080,13584,2028,-17880
103056,86145,12296,2760,-17112
102971,86077,10684,3276,-15744
103010,86132,9388,3592,-14700
102988,86124,7884,3816,-12348
103021,86164,7360,3976,-11184
103008,86152,7432,3700,-9932
103059,86151,7624,3864,-9256
103101,86191,8444,3312,-8532
103142,86173,8828,3192,-8132
103205,86221,9324,3112,-8480
103230,86204,9592,3552,-8792
103268,86227,10180,4204,-9960
103217,86186,10776,4864,-11720
103231,86189,11176,4752,-13428
103141,86158,11252,4808,-14480
103120,86136,11084,4432,-15612
103057,86108,10848,4492,-16768
103048,86087,10132,4176,-17488
102987,86081,9284,3812,-17420
102996,86070,8368,3604,-17396
102950,86052,7748,3300,-16848
102935,86045,7100,2756,-16212
102891,86014,7000,2648,-15568
102899,86038,7616,2548,-14692
102901,86013,8292,2424,-13384
102928,86037,8984,2724,-12108
102943,86016,9664,3104,-11556
102990,86050,10080,3652,-10828
102987,86012,10212,3932,-10172
103024,86107,10628,4256,-10096
102964,86004,10360,4504,-10176
103002,86086,10000,4624,-10724
102930,86008,9116,4656,-11096
102947,86050,8528,4488,-11428
102901,85999,8004,4716,-11548
102912,86060,7668,4952,-11516
102881,86044,7420,5184,-11296
102904,86067,7512,5152,-11572
102893,86066,7932,5216,-11456
102910,86027,8504,4868,-11376
102950,86065,9488,4056,-11540
102933,86036,10168,3412,-11508
102971,86064,10840,3056,-11728
102947,86039,11020,3224,-12044
102998,86073,11104,3936,-12580
102979,86059,11140,4432,-13744
103013,86073,10784,4940,-14396
102990,86039,10580,4888,-14572
103001,86052,10424,4596,-14832
102989,86078,10328,4372,-14836
103026,86075,10672,4204,-14740
103026,86087,10988,4236,-14344
103038,86112,10852,4504,-13364
103053,86103,10644,5204,-13080
103062,86131,10064,6168,-14052
103064,86112,9736,6260,-14856
103099,86167,9916,5708,-15448
103144,86173,10856,5104,-16264
103188,86228,12180,4512,-16540
103206,86192,12920,3840,-16864
103227,86241,12756,3076,-16124
103198,86176,11840,2940,-15164
103223,86246,10680,3280,-14084
103165,86183,9512,3596,-13260
103181,86243,9300,2884,-12224
103136,86161,9900,1656,-11036
103167,86232,11024,-208,-10824
103141,86193,12376,-2908,-10464
103167,86216,13552,-4532,-10244
103139,86205,14592,-5044,-10656
103129,86181,15224,-4564,-10820
103115,86175,14844,-2100,-11824
103090,86139,14668,636,-12380
103087,86149,12884,3780,-13396
103051,86115,11176,5356,-14160
103082,86143,9196,5924,-13660
103049,86129,8152,5540,-13100
103082,86170,6964,4148,-11972
103082,86148,6768,3408,-11448
103116,86159,6480,2788,-10716
103101,86156,6900,2368,-10356
103132,86151,7260,2324,-10200
103096,86132,7776,2620,-10320
103109,86124,8244,2904,-10628
103093,86105,8596,2696,-10592
103060,86112,8836,2804,-10376
103051,86095,8796,2740,-10328
103021,86084,8656,2724,-10184
102996,86055,8648,2984,-9724
102980,86091,8500,3500,-9448
102966,86035,8536,3616,-9364
102973,86069,8532,3764,-9544
102937,86030,8724,3680,-9720
102967,86076,8772,3700,-9976
102923,86059,8724,3224,-10272
102963,86113,8660,2732,-10564
102906,86039,8492,2456,-10772
102942,86092,8424,2300,-10704
102914,86035,8604,2004,-10516
102935,86085,8820,1828,-10408
102901,86069,9036,1516,-10252
102933,86069,9088,1372,-10344
102932,86077,9492,836,-10516
102974,86053,9712,308,-10880
102976,86089,10088,-152,-10976
102956,86056,10580,-488,-10916
102973,86097,11108,-868,-11040
102944,86054,11720,-836,-11332
102982,86077,12148,-728,-11668
102940,86055,12348,-508,-11720
102956,86080,12348,-368,-12236
102926,86046,11936,-28,-12672
102949,86042,11264,204,-13332
102910,86035,10452,384,-13924
102935,86033,9480,560,-14176
102910,86034,9164,760,-14168
102910,86053,9916,1696,-14084
102930,86029,11300,3644,-14708
102947,86053,12832,5148,-16128
102960,86038,13540,5704,-16460
102991,86073,14120,5360,-16532
103005,86031,14500,4348,-17188
103005,86074,14408,2216,-17924
102986,86004,14072,1304,-18012
102993,86054,13680,1700,-18124
102939,86001,13436,2476,-18616
102963,86063,12880,3356,-18932
102904,85988,11936,4284,-18712
102948,86064,11144,4736,-18724
102922,85995,10172,4576,-17928
102972,86056,9704,4264,-17004
102968,86056,9296,4028,-15588
103018,86091,9288,3908,-14476
102989,86092,9100,4500,-12368
103001,86096,8844,5332,-10688
103035,86109,8648,6288,-9476
103025,86069,8484,6728,-8508
103061,86105,8204,7004,-7876
103010,86069,7964,7076,-7704
103066,86104,8080,6316,-8140
103047,86093,8484,5560,-8504
103089,86123,8604,4800,-8996
103054,86090,8616,4296,-9516
103074,86113,8764,4140,-10232
103048,86075,8816,4480,-10444
103065,86073,8252,4904,-10828
103027,86060,8180,4944,-11132
103050,86060,7980,4708,-11148
103037,86060,8164,4156,-11580
103024,86069,8200,3176,-11400
103026,86072,8540,2988,-11460
103045,86083,8752,2688,-11660
103053,86059,8868,2516,-11644
103069,86090,8976,2944,-12024
103071,86056,8784,3340,-11844
103113,86115,8520,3940,-11972
